ticker,date,action,return_pct,is_correct,label,confidence,final_score,grade,total_score
8388.T,2023-08-30,buy,2.630504368480696,True,correct,0.6578987479201451,0.4605291235441016,A,74.05760855033115
8388.T,2023-11-06,buy,1.4563206399667603,False,neutral,0.5190717634720038,0.3633502344304026,A,74.05760855033115
8388.T,2023-11-20,buy,-8.114560930294239,False,incorrect,0.5057818246043044,0.35404727722301305,A,74.05760855033115
8388.T,2024-01-05,buy,-0.3323515634637614,False,neutral,0.5573172117732101,0.3901220482412471,A,74.05760855033115
8388.T,2024-05-07,buy,5.1917902669022205,True,correct,0.5860686439548224,0.41024805076837567,A,74.05760855033115
8388.T,2024-07-02,buy,-0.4250692876227431,False,neutral,0.6371897492257886,0.446032824458052,A,74.05760855033115
8410.T,2021-10-28,buy,-4.602529879782773,False,incorrect,0.5055228019046064,0.35386596133322445,A,73.29174093879976
8410.T,2022-01-13,buy,0.7936536045309011,False,neutral,0.5048714196348265,0.35340999374437854,A,73.29174093879976
8410.T,2022-02-10,buy,-0.7904951667484039,False,neutral,0.5469284292364506,0.38284990046551537,A,73.29174093879976
8410.T,2022-03-22,buy,-1.3735384295886133,False,neutral,0.5226066561855669,0.36582465932989683,A,73.29174093879976
8410.T,2022-06-06,buy,8.230459341980815,True,correct,0.6156030559414049,0.43092213915898336,A,73.29174093879976
8410.T,2024-07-09,buy,-5.091565078680209,False,incorrect,0.5673776182504175,0.3971643327752923,A,75.13830736773775
8410.T,2024-08-22,buy,3.54921067417103,True,correct,0.5424683230789461,0.37972782615526224,A,75.13830736773775
8410.T,2024-09-30,buy,12.958426591656401,True,correct,0.5315744415230429,0.37210210906613,A,75.13830736773775
8410.T,2024-11-06,buy,-1.7717654290596099,False,neutral,0.5139820621952703,0.35978744353668923,A,75.13830736773775
8410.T,2024-12-04,buy,-7.531123337040392,False,incorrect,0.6293956570434894,0.4405769599304426,A,75.13830736773775
8410.T,2025-01-29,buy,-3.7410425371658436,False,incorrect,0.5375733195078419,0.37630132365548935,A,75.13830736773775
8410.T,2025-03-24,buy,-12.675482764332447,False,incorrect,0.5960256215503013,0.4172179350852109,A,75.13830736773775
8410.T,2025-05-15,buy,2.975727316895572,True,correct,0.5370787620754106,0.3759551334527874,A,75.13830736773775
8410.T,2025-08-18,buy,0.31402356212055765,False,neutral,0.5080406051030579,0.35562842357214053,B,64.59264939757111
8410.T,2026-01-16,buy,-3.17928866761868,False,incorrect,0.5049465341784853,0.3534625739249397,B,64.59264939757111
8410.T,2026-02-06,buy,-9.782967827616798,False,incorrect,0.5119235968667613,0.3583465178067328,B,64.59264939757111
8411.T,2022-08-17,buy,2.9799184390817652,True,correct,0.5092382308920015,0.356466761624401,B,66.88094851827817
8411.T,2022-11-22,buy,9.55681711623114,True,correct,0.511569742271229,0.35809881958986023,B,66.88094851827817
8411.T,2023-02-13,buy,-9.589358988262079,False,incorrect,0.5134559276424862,0.3594191493497403,B,66.88094851827817
8416.T,2024-03-21,buy,-14.787164359723501,False,incorrect,0.500497637997765,0.3503483465984355,B,63.419380424945494
8418.T,2021-10-28,buy,-2.358499859840998,False,incorrect,0.5544577061925848,0.3881203943348093,A,76.57085561497327
8418.T,2021-12-27,buy,8.549605193546524,True,correct,0.5523876423844394,0.38667134966910754,A,76.57085561497327
8418.T,2022-02-10,buy,-2.9062254048465714,False,incorrect,0.5995861995001261,0.4197103396500883,A,76.57085561497327
8418.T,2022-03-22,buy,1.4158603454658887,False,neutral,0.600080708649484,0.4200564960546388,A,76.57085561497327
8418.T,2022-04-12,buy,-2.411354162808079,False,incorrect,0.5558634189127789,0.3891043932389452,A,76.57085561497327
8418.T,2022-05-30,buy,2.6206997778666414,True,correct,0.5452004463760496,0.3816403124632347,A,76.57085561497327
8418.T,2022-06-27,buy,4.092755586936501,True,correct,0.5818128193853697,0.4072689735697588,A,76.57085561497327
8473.T,2025-04-07,sell,17.98924330343574,False,incorrect,0.6023603868492119,-0.42165227079444834,D,33.1055369361821
8473.T,2025-04-21,sell,11.969655290586918,False,incorrect,0.5148476435125129,-0.360393350458759,D,33.1055369361821
8511.T,2024-07-24,sell,23.60617312265999,False,incorrect,0.5023114529812323,-0.3516180170868625,E,24.59828701764186
8511.T,2024-09-12,sell,12.407213830217666,False,incorrect,0.5571149775158968,-0.3899804842611277,E,24.59828701764186
8511.T,2024-10-29,sell,4.5180734914164695,False,incorrect,0.5043308474902596,-0.3530315932431817,E,24.59828701764186
8511.T,2024-11-27,sell,-0.4809992174256401,False,neutral,0.509457294297594,-0.3566201060083158,E,24.59828701764186
8511.T,2025-01-15,sell,-6.156894650638877,True,correct,0.5221184560341219,-0.36548291922388526,E,24.59828701764186
8511.T,2025-02-28,sell,1.2724454375062666,False,neutral,0.5777791907819407,-0.40444543354735846,E,24.59828701764186
8511.T,2025-04-07,sell,12.649010204282241,False,incorrect,0.740828019276657,-0.5185796134936599,E,24.59828701764186
8518.T,2021-12-13,sell,-3.0303030303030303,True,correct,0.5094101028199413,-0.3565870719739589,D,32.74855579203405
8518.T,2022-01-20,sell,-5.405405405405405,True,correct,0.5024803210310487,-0.35173622472173405,D,32.74855579203405
8518.T,2022-02-28,sell,27.906976744186046,False,incorrect,0.5104594373986701,-0.357321606179069,D,32.74855579203405
8518.T,2022-07-11,sell,1.2345679012345678,False,neutral,0.5060746069022294,-0.35425222483156055,D,29.84813629741166
8518.T,2022-10-07,sell,16.27906976744186,False,incorrect,0.5704366136851825,-0.39930562957962773,D,29.84813629741166
8518.T,2023-01-16,sell,0.0,False,neutral,0.5434680305671749,-0.38042762139702235,D,29.84813629741166
8518.T,2024-07-24,sell,-4.8034934497816595,True,correct,0.5116207239461653,-0.3581345067623157,D,28.175633889919602
8518.T,2024-08-07,sell,19.88950276243094,False,incorrect,0.5539771776568817,-0.3877840243598172,D,28.175633889919602
8518.T,2024-09-20,sell,-1.8867924528301887,False,neutral,0.5119821743346359,-0.35838752203424507,D,28.175633889919602
8518.T,2025-01-15,sell,2.4154589371980677,False,incorrect,0.5087106603643515,-0.356097462255046,D,28.175633889919602
8518.T,2025-04-07,sell,20.0,False,incorrect,0.5981414228947662,-0.41869899602633637,D,28.175633889919602
8518.T,2025-04-21,sell,11.914893617021278,False,incorrect,0.5992554812763006,-0.41947883689341037,D,28.175633889919602
8522.T,2023-03-07,buy,-10.147708485909138,False,incorrect,0.504599233596529,0.3532194635175703,B,65.28351687852299
8524.T,2022-07-11,sell,-1.2987087567588758,False,neutral,0.506347546560068,-0.35444328259204755,D,29.021920051278133
8524.T,2024-07-24,sell,-12.399995197713261,True,correct,0.5845351567110401,-0.409174609697728,E,22.22448068808828
8524.T,2024-10-29,sell,7.249996799375825,False,incorrect,0.5845319731400063,-0.40917238119800436,E,22.22448068808828
8524.T,2024-11-27,sell,6.308417731966494,False,incorrect,0.5136565829189949,-0.3595596080432964,E,22.22448068808828
8524.T,2025-01-15,sell,8.685959370831965,False,incorrect,0.5499526437556118,-0.38496685062892827,E,22.22448068808828
8524.T,2025-02-28,sell,-0.2625137910869121,False,neutral,0.5345503703873332,-0.3741852592711332,E,22.22448068808828
8524.T,2025-04-07,sell,34.23912775074285,False,incorrect,0.7479704652689482,-0.5235793256882637,E,22.22448068808828
8524.T,2025-05-08,sell,19.456055572435375,False,incorrect,0.5301976142997648,-0.3711383300098353,E,22.22448068808828
8550.T,2022-03-07,sell,9.517540483935246,False,incorrect,0.5088268563900372,-0.35617879947302605,D,31.651069518716582
8550.T,2025-04-07,sell,32.916664875509035,False,incorrect,0.5134850288290213,-0.35943952018031483,D,34.88311424862058
8551.T,2024-07-09,buy,-15.860012488724095,False,incorrect,0.503604368676673,0.3525230580736711,B,69.65271015903927
8551.T,2024-11-13,buy,10.056930420801445,True,correct,0.5308736140990383,0.3716115298693268,B,69.65271015903927
8551.T,2024-12-04,buy,3.617015095625979,True,correct,0.5584689487916364,0.3909282641541455,B,69.65271015903927
8551.T,2025-01-29,buy,23.475607747987112,True,correct,0.5729038206508218,0.4010326744555752,B,69.65271015903927
8551.T,2025-03-24,buy,-14.829818577403781,False,incorrect,0.5200222761003761,0.3640155932702632,B,69.65271015903927
8551.T,2025-05-29,buy,4.088812336715283,True,correct,0.5161456527922825,0.36130195695459777,B,69.65271015903927
8585.T,2021-12-20,sell,5.042017376983261,False,incorrect,0.5229957445766137,-0.3660970212036296,D,34.110646599777034
8585.T,2022-03-07,sell,12.110347226393031,False,incorrect,0.5341473664539914,-0.37390315651779393,D,34.110646599777034
8591.T,2022-07-11,sell,-3.9465143529614255,True,correct,0.6444396576882915,-0.451107760381804,E,23.908045977011493
8591.T,2022-09-07,sell,-4.290396781861862,True,correct,0.5777850513463835,-0.4044495359424684,E,23.908045977011493
8591.T,2022-09-22,sell,-2.664746320362979,True,correct,0.5365893478209879,-0.37561254347469153,E,23.908045977011493
8591.T,2022-11-08,sell,2.857145301652971,False,incorrect,0.5094021463629513,-0.35658150245406595,E,23.908045977011493
8591.T,2022-12-07,sell,-4.681806148509939,True,correct,0.5044914572105819,-0.3531440200474073,E,23.908045977011493
8591.T,2022-12-21,sell,6.991029809236554,False,incorrect,0.5268843159116272,-0.368819021138139,E,23.908045977011493
8591.T,2023-03-22,sell,7.538789867018125,False,incorrect,0.5189326767862127,-0.36325287375034887,E,23.908045977011493
8595.T,2021-11-12,buy,-3.2608735370791018,False,incorrect,0.5022368767083802,0.35156581369586615,B,65.59606094388703
8595.T,2022-07-26,buy,21.242379765977397,True,correct,0.6163218424038618,0.4314252896827032,A,73.89747631595458
8595.T,2022-09-14,buy,1.0879442959421346,False,neutral,0.6245967498619539,0.43721772490336774,A,73.89747631595458
8595.T,2022-11-08,buy,8.255244639477482,True,correct,0.5412333672229693,0.3788633570560785,A,73.89747631595458
8595.T,2023-02-13,buy,1.1715158107029051,False,neutral,0.5213378068049651,0.3649364647634756,A,73.89747631595458
8595.T,2023-04-05,buy,-7.024128361736494,False,incorrect,0.5031616992775995,0.3522131894943196,A,73.89747631595458
8595.T,2023-05-08,buy,3.2258040782452277,True,correct,0.5489465487104683,0.38426258409732783,A,73.89747631595458
8595.T,2023-06-05,buy,6.207086823878759,True,correct,0.5247291685034363,0.3673104179524054,A,73.89747631595458
8595.T,2023-07-25,buy,-2.14758959438282,False,incorrect,0.5002810086457632,0.35019670605203423,B,69.68457279071504
8595.T,2023-08-30,buy,-11.105106306631479,False,incorrect,0.517889784521629,0.36252284916514027,B,69.68457279071504
8595.T,2023-09-21,buy,-11.904071905154426,False,incorrect,0.528116318276599,0.36968142279361926,B,69.68457279071504
8595.T,2023-11-28,buy,0.5775015130849759,False,neutral,0.5306318647179536,0.3714423053025675,B,69.68457279071504
8595.T,2024-01-05,buy,4.82179481378167,True,correct,0.5053571782969483,0.35375002480786377,B,69.68457279071504
8595.T,2024-05-07,buy,3.955422719029631,True,correct,0.5258514958573279,0.36809604710012955,B,69.68457279071504
8595.T,2024-06-11,buy,5.44768168363762,True,correct,0.5470092310910533,0.38290646176373727,B,69.68457279071504
8595.T,2024-07-02,buy,-1.7133949755311542,False,neutral,0.5376903321154723,0.3763832324808306,B,69.68457279071504
8595.T,2024-08-22,buy,4.210259227586042,True,correct,0.5398793740409858,0.37791556182869007,A,77.39578969417678
8595.T,2024-09-30,buy,1.3847657250769294,False,neutral,0.5480032982832358,0.383602308798265,A,77.39578969417678
8595.T,2024-11-06,buy,7.321250802615258,True,correct,0.5426110336683289,0.3798277235678302,A,77.39578969417678
8595.T,2024-12-04,buy,-1.3953413374433157,False,neutral,0.6714138559506435,0.4699896991654504,A,77.39578969417678
8595.T,2025-01-29,buy,-1.410640095398239,False,neutral,0.7261093099083116,0.5082765169358181,A,77.39578969417678
8595.T,2025-03-24,buy,-2.8350270169100513,False,incorrect,0.6646318274276832,0.4652422791993782,A,77.39578969417678
8595.T,2025-04-28,buy,0.33002419319502047,False,neutral,0.5615842461169107,0.3931089722818375,A,77.39578969417678
8600.T,2021-10-28,buy,-3.960405194532604,False,incorrect,0.5948594509500872,0.416401615665061,A,76.81966726084373
8600.T,2021-12-27,buy,3.8961021240829576,True,correct,0.545805950729279,0.38206416551049527,A,76.81966726084373
8600.T,2022-02-10,buy,-1.126759979812098,False,neutral,0.6236454805732917,0.4365518364013042,A,76.81966726084373
8600.T,2022-03-22,buy,-3.689262804083657,False,incorrect,0.6194866552912711,0.43364065870388974,A,76.81966726084373
8600.T,2022-04-12,buy,-1.9108369301512618,False,neutral,0.5217230086685498,0.3652061060679848,A,76.81966726084373
8600.T,2022-06-06,buy,-0.9584709697881539,False,neutral,0.5326575435365966,0.3728602804756176,A,76.81966726084373
8600.T,2022-07-26,buy,-0.3144596663357938,False,neutral,0.5473024312276518,0.3831117018593562,A,71.25202591581733
8600.T,2022-09-14,buy,3.2839966826011286,True,correct,0.5299997914881791,0.37099985404172536,A,71.25202591581733
8600.T,2022-11-22,buy,6.927716705553986,True,correct,0.5899477875310055,0.41296345127170386,A,71.25202591581733
8600.T,2023-01-23,buy,2.604166482161183,True,correct,0.5030419449061385,0.35212936143429696,A,71.25202591581733
8600.T,2023-02-13,buy,-8.396951320979152,False,incorrect,0.602443169004872,0.4217102183034104,A,71.25202591581733
